Question,Answer
XML 컨텐츠를 암호화하여 데이터 기밀성을 제공하는 데 사용되는 표준은 무엇입니까?\n1. WSDL\n2. XML 암호화\n3. 비누\n4. SAML,"답변: 2, XML 암호화"
다음 중 비밀 채널의 정의는 무엇입니까?\n1. 다른 프로세스간에 정보를 전송하도록 설계된 통신 채널.\n2. 대역폭이 높은 통신 채널.\n3. 공식 데이터 전송에 사용되는 통신 채널.\n4. 커뮤니케이션 채널은 정보를 전송하거나 의도하지 않았다.,"답변: 4, 커뮤니케이션 채널은 정보를 전송하거나 의도하지 않았다."
은밀한 채널은 어떻게 악용됩니까?\n1. 표준 데이터 전송 프로토콜에 따라.\n2. 의도하지 않은 경로를 통해 정보를 전송하기위한 프로세스를 작성하고 실행함으로써.\n3. 공인 된 의사 소통 수단을 사용하여.\n4. 정보 전송을 위해 채널을 명시 적으로 설계함으로써.,"답변: 2, 의도하지 않은 경로를 통해 정보를 전송하기위한 프로세스를 작성하고 실행함으로써."
은밀한 채널의 대역폭을 결정하는 것은 무엇입니까?\n1. 채널의 물리적 위치.\n2. 상태를 변경하고 평가할 수있는 속도.\n3. 전송되는 데이터 유형.\n4. 채널을 사용하는 사람들의 수.,"답변: 2, 상태를 변경하고 평가할 수있는 속도."
다음 중 셀과 외부 환경 사이의 1 차 분배기는 원하지 않는 요소를 필터링하면서 원하는 요소의 진입을 허용하는 것은 무엇입니까?\n1. 간격 접합\n2. 세포 내 행렬\n3. 원형질 막\n4. 핵 봉투,"답변: 3, 원형질 막"
"세포 내에서의 다음과 같은 통신 시스템 중 어느 것이 세포 내 이입 및 엑소 사이토 시스 과정에 관여하여, 소기관 간의 안전한 수송, 의사 소통 및 라우팅을 촉진합니까?\n1. 간격 접합\n2. 세포 외 매트릭스\n3. 엔도 및 엑소 사이토 시스\n4. 멤브레인 채널","답변: 3, 엔도 및 엑소 사이토 시스"
셀 내 재료에 대한 신뢰할 수있는 보안 호위 역할을하는 것은 무엇이 셀 내에서 폐기물을 안전하게 호위하면서 목적지로 안내합니까?\n1. 골지 장치\n2. 핵체\n3. 엔도 및 엑소 사이토 시스\n4. 미토콘드리아,"답변: 3, 엔도 및 엑소 사이토 시스"
세포 사이의 어떤 유형의 통신 채널이 분자와 이온의 통과를 단단히 허용합니까?\n1. 원형질 막\n2. 멤브레인 채널\n3. 간격 접합\n4. 세포 외 매트릭스,"답변: 3, 간격 접합"
세포에서 단백질 트래픽의 주요 라우터는 무엇입니까?\n1. 미토콘드리아\n2. 소포체\n3. 골지 장치\n4. 핵,"답변: 3, 골지 장치"
어떤 프레임 워크가 BS 7799 및 그 후손과 같은 널리 알려진 표준으로 정보 보안에 대해 구체적으로 다루어진 지침을 제공합니까?\n1. 트레드 웨이위원회의 후원 단체위원회\n2. ISO 27000\n3. 바젤 II\n4. 균형 스코어 카드,"답변: 2, ISO 27000"
어떤 프레임 워크가 주로 측정 및 시연 될 수있는 감사 조치 및 포인트와 관련이 있습니까?\n1. ISO 27001\n2. 일반적인 기준\n3. Cobit\n4. BS 7799,"답변: 3, Cobit"
보안 프레임 워크 나 실무 표준이 아니라 제품 및 제품 평가 표준을 지정하기위한 구조는 무엇입니까?\n1. 일반적인 기준\n2. ISO 27000\n3. Calder-Moir IT 거버넌스 프레임 워크\n4. itil,"답변: 1, 일반적인 기준"
보안을 구체적으로 해결하지는 않지만 IT 서비스 관리를 개선하기위한 어떤 프레임 워크는 무엇입니까?\n1. BS 7799\n2. itil\n3. ISO 27000\n4. COSO,"답변: 2, itil"
"중요한 비즈니스 응용 프로그램, 컴퓨터 설치, 네트워크, 시스템 및 개발의 5 가지 보안 관리 측면에서 어떤 프레임 워크가 구성되어 있습니까?\n1. 일반적인 기준\n2. 코비트\n3. 정보 보안 포럼\n4. itil","답변: 3, 정보 보안 포럼"
비즈니스의 건축 조건 및 운영을 분석하기위한 도구로 어떤 프레임 워크가 제시되며 특정 보안 관행을 다루지 않습니까?\n1. Zachman 프레임 워크\n2. 균형 스코어 카드\n3. Nist\n4. 연방 정보 시스템 관리법,"답변: 1, Zachman 프레임 워크"
"어떤 프레임 워크가 주로 학습 및 성장의 관점, (내부) 비즈니스 프로세스, 고객 (만족) 및 재무 관점에서 목표를 설정하고 성과를 측정하는 것과 관련이 있습니까?\n1. ISF 표준\n2. 균형 스코어 카드\n3. 연방 정보 시스템 관리법\n4. Cobit","답변: 2, 균형 스코어 카드"
컴퓨터 보안 자원 센터 웹 사이트에서 무료로 제공되는 800 시리즈 문서를 통해 어떤 기관이 풍부한 보안 정보와 리소스를 제공합니까?\n1. 코비트\n2. itil\n3. Nist\n4. ISO 27001,"답변: 3, Nist"
데이터 공유 및 데이터웨어 하우스의 관계 구조화와 관련된 문제를 해결하는 데 어떤 프레임 워크의 원래 의도가 있었지만 보안 관리에 더 넓은 응용 프로그램이있을 수 있습니까?\n1. 연방 정보 시스템 관리법\n2. Zachman 프레임 워크\n3. COSO\n4. itil,"답변: 2, Zachman 프레임 워크"
어떤 프레임 워크가 다양한 보안 프레임 워크를 조화롭게 함께 작동시킬 수있는 도구를 제공하고 다양한 프레임 워크의 그래픽 분류입니까?\n1. Calder-Moir IT 거버넌스 프레임 워크\n2. itil\n3. Nist\n4. 균형 스코어 카드,"답변: 1, Calder-Moir IT 거버넌스 프레임 워크"
정책 체크리스트를 작성하고 보안 관행에 대해 회사 나 직원을 안내하는 데 어떤 프레임 워크가 있습니까?\n1. 코비트\n2. itil\n3. ISF 표준\n4. 일반적인 기준,"답변: 3, ISF 표준"
팩스 통신에서 T.30 표준의 목적은 무엇입니까?\n1. 이미지 전송 프로토콜\n2. 실시간 인터넷 프로토콜 팩스 전송\n3. 팩스 전송 설정을 지원하는 세션 관리 절차\n4. 다른 팩스 기계 간의 상호 운용성을 용이하게합니다,"답변: 3, 팩스 전송 설정을 지원하는 세션 관리 절차"
팩스에 표준화 된 커버 시트를 사용하면 무엇이 중요합니까?\n1. 발신자를 식별하고 정보의 기밀성에 관한 면책 조항을 추가하는 데 도움이됩니다.\n2. 수신자는 팩스의 성공적인 전송을 확인할 수 있습니다.\n3. 수신자에게 팩스를 처리하는 방법에 대한 지침을 제공합니다.\n4. 팩스 정보의 기밀성과 무결성을 보장합니다.,"답변: 1, 발신자를 식별하고 정보의 기밀성에 관한 면책 조항을 추가하는 데 도움이됩니다."
안전한 지역에서 팩스 기계를 분리하는 것이 왜 중요한가?\n1. 전송 된 데이터의 기밀성과 무결성을 보장합니다.\n2. 무단 액세스 및 변조를 방지합니다.\n3. 전자기 방출의 위험과 전송 된 데이터의 차단을 줄이기 위해.\n4. 안전한 통신을 위해 암호화 장비에 RS-232C 연결을 사용하는 것을 용이하게합니다.,"답변: 2, 무단 액세스 및 변조를 방지합니다."
보안 팩스 통신에서 RS-232C 연결의 역할은 무엇입니까?\n1. 안전한 통신을 위해 암호화 장비와 연결하는 역할을합니다.\n2. 보안 전송 및 수신 작업을위한 Tempest 기능을 가능하게합니다.\n3. 안전하고 빠른 전송을위한 실시간 인터넷 프로토콜 팩스 전송을 보장합니다.\n4. 디지털 전화 네트워크를 통해 팩스 전송을 용이하게합니다.,"답변: 1, 안전한 통신을 위해 암호화 장비와 연결하는 역할을합니다."
다음 중 피싱을 가장 잘 정의하는 것은 무엇입니까?\n1. 민감한 정보를 사기 적으로 획득하는 사회 공학 기술\n2. 이메일 서버를 해킹하는 데 사용되는 기술\n3. 컴퓨터 네트워크를 대상으로하는 해킹 형태\n4. 민감한 정보를 훔치기 위해 맬웨어를 사용하는 범죄 행위,"답변: 1, 민감한 정보를 사기 적으로 획득하는 사회 공학 기술"
피싱 공격의 주요 목표는 무엇입니까?\n1. 재무 이익을 위해 컴퓨터 네트워크를 대상으로합니다\n2. 개인용 컴퓨터에 맬웨어를 설치합니다\n3. 웹 서버의 기능을 방해합니다\n4. 사용자 이름 및 비밀번호와 같은 민감한 정보를 얻으려면,"답변: 4, 사용자 이름 및 비밀번호와 같은 민감한 정보를 얻으려면"
피싱 공격에 일반적으로 사용되는 전달 방법은 무엇입니까?\n1. 신체적 침입 및 도난\n2. 물리적 주소로 직접 메일\n3. 전화 및 음성 메일\n4. 웹 기반 방법 및 이메일,"답변: 4, 웹 기반 방법 및 이메일"
이메일을 통해 전달 된 피싱 공격의 주요 목표는 무엇입니까?\n1. 첨부 파일 또는 링크를 통해 맬웨어를 전파합니다\n2. 합법적 인 제품이나 서비스를 홍보합니다\n3. 수신자가 민감한 정보를 공개하도록 촉구하는 링크를 클릭하도록 오도하기 위해\n4. 개인적인 의견과 피드백을 수집합니다,"답변: 3, 수신자가 민감한 정보를 공개하도록 촉구하는 링크를 클릭하도록 오도하기 위해"
피싱 공격을 감지하고 예방하는 데 어떤 기술이 사용될 수 있습니까?\n1. 강력한 비밀번호 정책\n2. 웹 기반 이메일 클라이언트\n3. 침입 탐지 시스템\n4. 인바운드 스팸 필터,"답변: 4, 인바운드 스팸 필터"
피싱 공격을 데스크탑 수준에서 어떻게 완화 할 수 있습니까?\n1. HTML 이메일 지원 제거\n2. 바이러스 백신 및 antimalware 소프트웨어 배포\n3. 브라우저 향상 구현\n4. 강력한 인증 메커니즘 활용,"답변: 3, 브라우저 향상 구현"
다음 중 웹 기반 피싱 전달의 일반적인 방법은 무엇입니까?\n1. 트로이드 호스트 전달\n2. 우편 및 패키지 배송\n3. IRC 및 인스턴트 메시징\n4. 피싱 전화 및 음성 메일,"답변: 3, IRC 및 인스턴트 메시징"
웹 기반 방법을 통해 제공되는 피싱 공격의 주요 목표는 무엇입니까?\n1. 웹 페이지를 통해 악성 코드를 배포합니다\n2. 온라인 활동을 가로 채고 추적합니다\n3. 사용자를 민감한 정보를 공개하도록 속이는 것\n4. 합법적 인 웹 사이트를 훼손하기 위해,"답변: 3, 사용자를 민감한 정보를 공개하도록 속이는 것"
피싱에 대해 소비자를 교육하는 데 어떤 접근법이 사용될 수 있습니까?\n1. 보안 이메일 서버 배포\n2. 고급 침입 탐지 시스템 구현\n3. 소비자 장치에 강력한 바이러스 백신 소프트웨어 설치\n4. 인식 캠페인을 통한 사이버 보안 모범 사례 촉진,"답변: 4, 인식 캠페인을 통한 사이버 보안 모범 사례 촉진"
강력한 암호 로그온을 사용하여 피싱 공격을 완화하는 주요 목표는 무엇입니까?\n1. 사용자 자격 증명을 확보하고 계정에 대한 무단 액세스 방지\n2. 컴퓨터 네트워크에 대한 무단 액세스를 방지합니다\n3. 스팸 이메일과 피싱 시도를 차단합니다\n4. 개인 재무 정보를 보호합니다,"답변: 1, 사용자 자격 증명을 확보하고 계정에 대한 무단 액세스 방지"
"다음 중 인간 뇌에서 생물학적 뉴런의 구조를 나타내는 것은 무엇입니까?\n1. 활성화 기능, 수상 돌기, 축삭\n2. 소마, 시냅스, 활성화 기능\n3. 축삭, 수상 돌기, 소마\n4. 활성화 기능, 소마, 가중치","답변: 3, 축삭, 수상 돌기, 소마"
최종 사용자와 IT 서비스 관리간에 단일 연락처를 관리하는 ITIL 프로세스는 무엇입니까?\n1. 사고 관리\n2. 서비스 데스크\n3. 구성 관리\n4. 변경 관리,"답변: 2, 서비스 데스크"
"ITIL 내 입사 관리의 주요 목표는 무엇입니까?\n1. 표준화, 상태 모니터링 및 자산 식별과 같은 생산 구성을 제어하려면\n2. 서비스 운영을 가능한 빨리 합의 된 수준으로 복원하여 비즈니스 중단을 최소화하려면\n3. 사고와 사업에 대한 문제의 부작용을 최소화하기 위해 사고의 근본 원인을 해결하려면\n4. IT 변경의 통제 된 구현을 표준화하고 승인하려면","답변: 2, 서비스 운영을 가능한 빨리 합의 된 수준으로 복원하여 비즈니스 중단을 최소화하려면"
IT 변경의 제어 된 구현을 표준화하고 승인하는 ITIL 프로세스는 무엇입니까?\n1. 서비스 데스크\n2. 사고 관리\n3. 변경 관리\n4. 구성 관리,"답변: 3, 변경 관리"
하나 이상의 사건의 근본 원인을 해결하는 ITIL 프로세스는 무엇입니까?\n1. 변경 관리\n2. 사고 관리\n3. 구성 관리\n4. 문제 관리,"답변: 4, 문제 관리"
"ITIL 내의 변화 관리의 주요 목표는 무엇입니까?\n1. IT 변경의 통제 된 구현을 표준화하고 승인하려면\n2. 사고 및 사업에 대한 문제의 부작용을 최소화하기 위해 사고의 근본 원인을 해결하려면\n3. 서비스 운영을 가능한 한 빨리 합의 된 수준으로 복원하여 비즈니스 중단을 최소화하려면\n4. 표준화, 상태 모니터링 및 자산 식별과 같은 생산 구성을 제어하려면","답변: 1, IT 변경의 통제 된 구현을 표준화하고 승인하려면"
ITIL 내에서 어떤 프로세스가 생산 환경으로의 변화를 구현할 때 모든 영역이 표준화 된 프로세스를 따를 수 있도록 보장합니까?\n1. 구성 관리\n2. 사고 관리\n3. 변경 관리\n4. 서비스 데스크,"답변: 3, 변경 관리"
ITIL 내 입사 관리 수명주기의 주요 목표는 무엇입니까?\n1. 서비스 운영을 가능한 빨리 합의 된 수준으로 복원하여 비즈니스 중단을 최소화하려면\n2. 사고 및 사업에 대한 문제의 부작용을 최소화하기 위해 사고의 근본 원인을 해결하려면\n3. 생산 환경으로의 변화를 구현할 때 모든 영역이 표준화 된 프로세스를 따를 수 있도록\n4. IT 변경의 통제 된 구현을 표준화하고 승인하려면,"답변: 1, 서비스 운영을 가능한 빨리 합의 된 수준으로 복원하여 비즈니스 중단을 최소화하려면"
생산 환경으로의 변화를 구현할 때 모든 영역이 표준화 된 프로세스를 따를 수 있도록 어떤 ITIL 프로세스를 보장합니까?\n1. 구성 관리\n2. 문제 관리\n3. 변경 관리\n4. 사고 관리,"답변: 3, 변경 관리"
구성 관리의 주요 활동은 무엇입니까?\n1. 상태 회계\n2. 구성 제어\n3. IT 인프라 범위 내의 구성 구조 및 항목 식별\n4. 계획,"답변: 3, IT 인프라 범위 내의 구성 구조 및 항목 식별"
"SLM (Service Level Management) 구현의 주요 이점은 무엇입니까?\n1. 소프트웨어 라이센스 및 규정 준수 관리 개선\n2. 협상 소프트웨어 라이센스 협상\n3. 비즈니스 정렬 IT 서비스 품질을 유지하고 점차적으로 개선합니다\n4. 인프라 구현, 관리 및 지원 비용 절감","답변: 3, 비즈니스 정렬 IT 서비스 품질을 유지하고 점차적으로 개선합니다"
"릴리스 관리의 목적은 무엇입니까?\n1. 다른 서비스 관리 및 지원 기능 조정\n2. 내부 네트워크 내에서 취약성 평가 실행 촉진\n3. 새로운 패치 릴리스 관리를위한 공식적인 절차 개발\n4. 테스트 및 라이센스 소프트웨어 / 하드웨어의 배포 자동화, 비즈니스 요구를 충족시키기 위해 인프라 최적화","답변: 4, 테스트 및 라이센스 소프트웨어 / 하드웨어의 배포 자동화, 비즈니스 요구를 충족시키기 위해 인프라 최적화"
용량 관리의 주요 책임 중 하나는 무엇입니까?\n1. IT 자원에 대한 현재 요구 사항 이해 및 향후 요구 사항에 대한 예측 도출\n2. 비즈니스 중단 후 IT 서비스 복구 계획 및 관리\n3. 가용성 최적화\n4. IT 처리 및 스토리지 용량 제공이 비즈니스의 발전하는 요구와 일치하는지 확인,"답변: 1, IT 자원에 대한 현재 요구 사항 이해 및 향후 요구 사항에 대한 예측 도출"
복잡한 적응 시스템 (CAS)의 속성은 시스템 내에서 에이전트간에 자원이 어떻게 전송되는지 설명합니까?\n1. 수렴\n2. 흉내\n3. 다양성\n4. 흐름,"답변: 4, 흐름"
복잡한 적응 시스템 (CAS)의 어떤 특성이 시스템에서 리소스 입력 재사용을 의미합니까?\n1. 수렴\n2. 흐름\n3. 모방\n4. 재활용 효과,"답변: 4, 재활용 효과"
옵션을 명시 적으로 검색하고 미래의 주에 대한 기대에 어떤 유형의 내부 모델이 사용됩니까?\n1. 명백한 내부 모델\n2. 명시 적 내부 모델\n3. 암묵적인 내부 모델\n4. 암시 적 내부 모델,"답변: 1, 명백한 내부 모델"
복잡한 적응 시스템 (CAS)의 다양성 속성은 무엇을 참조합니까?\n1. 시스템에서 자원 입력 재사용\n2. 다른 종의 이익을 얻기 위해 다른 종의 유사성을 조정하는 한 종의 과정\n3. 나무 당 곤충의 뚜렷한 종의 수\n4. 시스템 내에서 에이전트 간의 지속적인 자원 전송,"답변: 4, 시스템 내에서 에이전트 간의 지속적인 자원 전송"
컴퓨터 체스 프로그램에서 어떤 프로세스를 사용하여 이동하기 전에 잠재적 인 시나리오를 예측합니까?\n1. 게임 이론\n2. 예측 원칙\n3. 빌딩 블록 메커니즘\n4. 기대 메커니즘,"답변: 2, 예측 원칙"
적응과 다양성에 대한 연구에서 생물학적 종의 흉내는 무엇을 보여주는가?\n1. 시스템 내에서 에이전트 간의 지속적인 자원 전송\n2. 다른 종의 이익을 얻기 위해 다른 종의 유사성을 조정하는 한 종의 과정\n3. 나무 당 곤충의 뚜렷한 종의 수\n4. 시스템에서 자원 입력 재사용,"답변: 2, 다른 종의 이익을 얻기 위해 다른 종의 유사성을 조정하는 한 종의 과정"
양자 역학의 기본 개념 중 하나는 무엇입니까?\n1. 얽힘\n2. 초전도\n3. 관찰자 효과\n4. 중첩,"답변: 4, 중첩"
양자 암호화에 대해 어떤 진술이 사실입니까?\n1. 일반 통신을위한 전용 광섬유 연결이 필요합니다.\n2. 관찰 가능한 통신 채널로 인해 중간에 사람의 공격에 취약합니다.\n3. 주요 협상 및 도청 탐지를위한 단일 광자 및 분극에 의존합니다.\n4. Quantum Computing을 사용하여 외부 당사자가 쉽게 해독 할 수 있습니다.,"답변: 3, 주요 협상 및 도청 탐지를위한 단일 광자 및 분극에 의존합니다."
어떤 유형의 컴퓨팅이 시스템에서 에너지 상태를 사용하여 가장 낮은 에너지 상태를 찾고 특정 문제에 대한 최상의 답을 도출합니까?\n1. 양자 아날로그 컴퓨팅\n2. 디지털 컴퓨팅\n3. 양자 컴퓨터\n4. 아날로그 컴퓨팅,"답변: 1, 양자 아날로그 컴퓨팅"
"암호화 분야에서, 무작위성 측면에서 양자 컴퓨팅의 잠재적 이점은 무엇입니까?\n1. 양자 컴퓨팅은 적절한 구현으로 완벽한 무작위성을 보장 할 수 있습니다.\n2. 그것은 중대한 편견을 가진 의사 랜덤 스트림 만 생성 할 수 있습니다.\n3. 임의의 분포로 임의의 큰 소수를 생성 할 수 있습니다.\n4. 양자 컴퓨팅은 암호화 시스템에서 무작위성을 향상 시키거나 향상시킬 수 없습니다.","답변: 1, 양자 컴퓨팅은 적절한 구현으로 완벽한 무작위성을 보장 할 수 있습니다."
"비즈니스 연속성 계획의 영역에서, 양자 컴퓨팅의 기능은 재난 대응 관리를 도울 수 있습니까?\n1. 양자 시뮬레이션을 통해 비즈니스 연속성 계획을 정확하게 테스트합니다.\n2. 데이터 센터에 대한보다 효율적인 물리적 보안 측정 구현.\n3. 새로운 인공 지능 방법을 사용하여 재난 대응에 대한 자원 할당 최적화.\n4. 중요한 시스템에 대한 추가 전원 백업 및 중복성 제공.","답변: 1, 양자 시뮬레이션을 통해 비즈니스 연속성 계획을 정확하게 테스트합니다."
양자 컴퓨팅의 도입으로 운영 보안의 어떤 측면이 더 어려워 질 수 있습니까?\n1. 내부자 공격 탐지 및 예방\n2. 고전 및 양자 장치 조합 처리\n3. 복잡한 딜레마의 문제 해결\n4. 컴퓨터 운영을 효과적으로 확보합니다,"답변: 2, 고전 및 양자 장치 조합 처리"
Quantum Computing의 어떤 측면이 네트워크 보안에 대한 추가 요구를 부과합니까?\n1. 중간 중간 공격에 대한 고유의 취약점\n2. 특수 채널 및 원격 액세스 가능한 장치에 대한 요구 사항\n3. 대규모 병렬 처리를위한 중첩 데이터 사용\n4. 고급 패턴 일치 공격에 대한 감수성,"답변: 2, 특수 채널 및 원격 액세스 가능한 장치에 대한 요구 사항"
"애플리케이션 보안에서, 양자 컴퓨팅의 어떤 기능이 프로그래밍에 새로운 패러다임을 초래할 가능성이 있습니까?\n1. 고급 패턴 일치 및 인식\n2. 고전 및 양자 장치의 조합\n3. 더 빠른 패턴 매칭으로 신경 순 분석 지원\n4. 계획 단계에서 내부자 공격을 잡는 데 도움이됩니다","답변: 2, 고전 및 양자 장치의 조합"
데이터베이스 보안 측면에서 양자 컴퓨팅의 잠재적 이점은 무엇입니까?\n1. 데이터베이스 집계 공격에 대한 보호 개선\n2. 추론 공격의 실시간 예방\n3. 문제의 정도를 결정하는 능력 향상\n4. 모든 유형의 사이버 위협에 대한 완전한 보호를 제공합니다.,"답변: 3, 문제의 정도를 결정하는 능력 향상"
양자 컴퓨팅의 잠재적 인 패턴 매칭 기능에서 어떤 보안 영역이 가장 혜택을받을 수 있습니까?\n1. 침입 탐지 및 이상 기반 보안\n2. 정보 분류 및 개인 정보\n3. 맬웨어 탐지 및 평가\n4. 물리적 접근 제어 및 생체 인식,"답변: 3, 맬웨어 탐지 및 평가"
다음 중 규정 준수 보증에 대한 사실은 무엇입니까?\n1. 조직 내에서만 인식과 훈련 만 있으면됩니다.\n2. 조직의 보안 관련 규정 준수를 보장하는 것이 중요합니다.\n3. 산업 규정을 고려하지 않고 보안 조치를 구현하는 것이 포함됩니다.\n4. 보안 관리 기관을 설립하는 것과는 아무런 관련이 없습니다.,"답변: 2, 조직의 보안 관련 규정 준수를 보장하는 것이 중요합니다."
규정 준수 보증 감독을 담당하는 개인을 지정하는 주요 목적은 무엇입니까?\n1. 보안 준수 보증 활동이 수행되도록합니다.\n2. 다른 사업부와의 상호 작용을 피하기 위해.\n3. 기술 사양과 관심 분야의 지원의 변화를 무시합니다.\n4. 보안 관리 관리 기관의 필요성을 제거합니다.,"답변: 1, 보안 준수 보증 활동이 수행되도록합니다."
보안 관리 기관을 설립하는 것이 바람직한 이유는 무엇입니까?\n1. 보안 정책이 사업을 방해하지 않도록합니다.\n2. 조직 전체의 보안 정책 구현에 대한 피드백과 감독을 무시합니다.\n3. 보안 준수 보증 선언의 필요성을 제거합니다.\n4. 제어 프레임 워크 및 표준을 선택하지 않기 위해.,"답변: 1, 보안 정책이 사업을 방해하지 않도록합니다."
보안 준수 보증을위한 제어 프레임 워크 및 표준을 선택하는 목적은 무엇입니까?\n1. 규정 준수 보증 활동을위한 포괄적 인 프레임 워크를 만드는 것을 피하기 위해.\n2. 조직의 위험 프로파일을 기반으로 기술 제어 선택을 피하기 위해.\n3. 프레임 워크에 제자리에있는 보안 제어를 매핑하고 준수 격차를 식별합니다.\n4. 기술 제어에 대한 조직의 옵션을 제한합니다.,"답변: 3, 프레임 워크에 제자리에있는 보안 제어를 매핑하고 준수 격차를 식별합니다."
개인이 보안 관리를 준수 해야하는 책임을 이해하도록하는 데 중요한 활동은 무엇입니까?\n1. 취약성 평가 수행.\n2. 보안 관리 관리 기관 확립.\n3. 인식과 훈련 제공.\n4. 공식 개선 프로세스 구현.,"답변: 3, 인식과 훈련 제공."
규정 준수 보증의 일부로 공식 치료 프로세스를 수행하는 목적은 무엇입니까?\n1. 협업 및 네트워킹을 외부에서 무시합니다.\n2. 준수 메트릭보고가 필요하지 않습니다.\n3. 보안 제어를 개선하고 규정 준수 요구 사항을 준수합니다.\n4. 기술 제어 구현을 피하기 위해.,"답변: 3, 보안 제어를 개선하고 규정 준수 요구 사항을 준수합니다."
직원을 전념하고 규정 준수 작업을 자동화하는 것이 중요한 이유는 무엇입니까?\n1. 규정 준수 지표에 대한 조직의보고를 제한합니다.\n2. 정책에 대한 부적합에 대한 처벌의 집행을 피하기 위해.\n3. 협업 및 네트워크를 외부에서 방지합니다.\n4. 규정 준수를 보여주는 부담을 완화하고 일관성을 보장합니다.,"답변: 4, 규정 준수를 보여주는 부담을 완화하고 일관성을 보장합니다."
규정 준수 보증의 일환으로 정책에 대한 부적합에 대한 처벌을 집행하는 주된 이유는 무엇입니까?\n1. 업계 규정 준수가 조직의 우선 순위가 아님을 입증하기 위해.\n2. 외부 협업 및 네트워킹을 제한합니다.\n3. 조직의 브랜드에 부정적인 영향을 피하기 위해.\n4. 부적합의 잠재적 위험을 제거합니다.,"답변: 3, 조직의 브랜드에 부정적인 영향을 피하기 위해."
규정 준수 보증 프로세스의 일부로 준수 지표에 대해보고하는 목적은 무엇입니까?\n1. 조직의 규정 준수에 대한 책임에 대한 무시를 입증합니다.\n2. 부적합에 대한 법적 처벌을 피하기 위해.\n3. 보안 관리 기관의 필요성을 제거합니다.\n4. 조직의 보안 요구 사항 준수에 대한 가시성을 제공합니다.,"답변: 4, 조직의 보안 요구 사항 준수에 대한 가시성을 제공합니다."
규정 준수 보증 프로세스의 일환으로 외부에서 협업하고 네트워크가 중요한 이유는 무엇입니까?\n1. 산업 규정에 대한 헌신이 부족하다는 것을 보여줍니다.\n2. 공식적인 개선 프로세스 구현을 피하기 위해.\n3. 업계 모범 사례 및 규정 변경에 대한 정보를 유지합니다.\n4. 조직이 다른 사업부와 협력하는 것을 방지합니다.,"답변: 3, 업계 모범 사례 및 규정 변경에 대한 정보를 유지합니다."
다음 중 사고 대응의 주요 목표가 아닌 것은 무엇입니까?\n1. 미래의 공격을 방어하십시오\n2. 비즈니스 연속성을 유지하거나 복원하십시오\n3. 모든 시스템 로그를 지우고 증거를 제거하십시오\n4. 상황을 다루는 효과적인 수단 제공,"답변: 3, 모든 시스템 로그를 지우고 증거를 제거하십시오"
디지털 법의학의 주요 목적은 무엇입니까?\n1. 미래의 사이버 공격을 방어하기 위해\n2. 비즈니스 운영을 복원합니다\n3. 법정에서 증거로 사용하기 위해 디지털 데이터를 분석하고 보존하기 위해\n4. 중요한 문서의 백업을 생성합니다,"답변: 3, 법정에서 증거로 사용하기 위해 디지털 데이터를 분석하고 보존하기 위해"
다음 중 디지털 증거의 취약성 및 짧은 수명과 관련된 디지털 증거의 관리 및 처리에서 고려 사항은 무엇입니까?\n1. 양육권의 체인\n2. 무결성\n3. 볼륨과 커미닝\n4. 변동성,"답변: 4, 변동성"
디지털 증거 관리의 무결성을 보여주기 위해 데이터의 디지털 지문을 만드는 데 사용되는 것은 무엇입니까?\n1. 양육권 기록 체인\n2. 해시 함수\n3. 사건 보고서\n4. 보안 정책,"답변: 2, 해시 함수"
"다음 중 어느 것이 전체 수명에 걸쳐 수집 된 증거의 누가, 언제, 언제, 어디서, 어떻게 지칭 하는가?\n1. 디지털 증거 수명주기\n2. 양육권의 체인\n3. 증거의 허용 가능성\n4. 사고 대응 계획","답변: 2, 양육권의 체인"
SIM의 로그 집계는 무엇을 언급합니까?\n1. 복잡한 데이터를 단순화 된 형태로 번역합니다.\n2. 다른 시스템과 플랫폼에서 로그를 단일 소스로 수집하고 결합합니다.\n3. 실시간 보안 사고보고.\n4. 보안 이벤트를위한 과거 로그 분석.,"답변: 2, 다른 시스템과 플랫폼에서 로그를 단일 소스로 수집하고 결합합니다."
SIM에서 중앙 집중식 관리는 무엇을 가능하게합니까?\n1. 이질적이고 겉보기에 관련이없는 정보를 단일 소스로 수집합니다.\n2. 경보 임계 값을 설정하여 트래픽의 감소.\n3. 보안 이벤트의 실시간 분석.\n4. 복잡한 데이터를 간단한 형태로 번역합니다.,"답변: 1, 이질적이고 겉보기에 관련이없는 정보를 단일 소스로 수집합니다."
SIM의 실시간 분석 기능은 무엇을 달성하는 것을 목표로합니까?\n1. 겉보기에는 관련이없는 이상을 이해하고 그들 사이의 관계를 확립하는 것.\n2. 사건과 응답 사이의 간격을 닫습니다.\n3. 경보 임계 값을 설정하여 트래픽 감소.\n4. 복잡한 데이터를 단순화 된 형태로 번역합니다.,"답변: 2, 사건과 응답 사이의 간격을 닫습니다."
SIM에서 이벤트의 상관 관계의 주요 목적은 무엇입니까?\n1. 보안 이벤트의 실시간 분석.\n2. 겉보기에는 관련이없는 이상을 이해하고 그들 사이의 관계를 확립하는 것.\n3. 복잡한 데이터를 간단한 형태로 번역합니다.\n4. 경보 임계 값을 설정하여 트래픽 감소.,"답변: 2, 겉보기에는 관련이없는 이상을 이해하고 그들 사이의 관계를 확립하는 것."
