Question,Answer
"보안 관리자는 환경 전체에서 로그 모니터링을 자동화하는 방법을 찾고 있습니다.다음 중 자동 모니터링 기능을 제공하는 데 도움이되는 솔루션은 무엇입니까?\n1. 정기적으로 로그를 검토하십시오\n2. 로그를 중앙 집중식 로그 서버에 저장하십시오\n3. 방화벽을 구현하십시오\n4. Siem을 구현하십시오","답변: 4"
"다음 유형의 암호화 중 하나는 두 가지 키를 사용합니다. 하나는 암호화를위한 것과 별도의 암호 해독 키는 무엇입니까?\n1. 해싱\n2. 대칭\n3. 비대칭\n4. 위의 어느 것도","답변: 3"
"Norbert는 그의 조직의 새로운 Ciso로서 포괄적 인 스캔 세트를 시작하기로 결정했습니다.이 스캔은 그의 거의 모든 엔드 포인트가 운영 체제 취약점을 알고 있다고보고했다.이 상황의 가장 근본 원인은 무엇입니까?\n1. 엔드 포인트에는 최신 방지 안티웨어 소프트웨어가 설치되어 있지 않습니다.\n2. 조직은 고급 지속적인 위협의 희생자입니다.\n3. 무차별 인력 공격\n4. 최신 보안 패치로 엔드 포인트가 최신 상태로 유지되지 않았습니다.","답변: 4"
"네트워크 관리자는 방화벽 중 하나가 DISA의 권장 설정에 따라 더 이상 구성되지 않았다는 것을 발견했습니다.가장 큰 이유는 무엇입니까?\n1. 데이터 무결성\n2. DISA의 설정이 잘못되었습니다\n3. 특권 크리프\n4. 장치에 대한 구성 관리 절차를 따르지 않았습니다.","답변: 4"
"Norbert는 회사 소유의 노트북을 사용하여 Facebook에서 친구에게 메시지를 보낼 수 있는지 확실하지 않습니다.그가 할 수 있는지 알아 내기 위해 어떤 정책을 언급해야합니까?\n1. 데이터 처리 정책\n2. BYOD 정책\n3. 위의 어느 것도\n4. AUP (허용 가능한 사용 정책)","답변: 4"
"나열된 정책 중 어느 것이 홈 컴퓨터를 VPN을 통해 홈 컴퓨터를 작업 네트워크에 연결하는 것에 대한 지침을 제공 할 가능성이 가장 높습니까?\n1. 위의 어느 것도\n2. 데이터 처리 정책\n3. Aup\n4. BYOD","답변: 4"
"포스터와 알림을 사용하여 암호 보안을 강조하는 직장 보안 프로그램의 핵심 목표는 무엇입니까?\n1. 보안 테스트\n2. 보안 정책\n3. 보안 인식\n4. 보안 교육","답변: 3"
"직원들에게 사회 공학 교육을 제공하는 것이 필수적인 이유는 무엇입니까?\n1. 따라서 직원은 보안 위반을 경영진에게보고 할 수 있습니다\n2. 사람들에게 사회 공학 공격을 수행하는 방법을 보여주기 위해\n3. 위의 어느 것도\n4. 사람들에게 무엇을 찾아야하는지 가르치기 위해","답변: 4"
"사건을 처리하는 데 어떤 측면이 조직이 보안 사고를 준비하고 응답하는 방법을위한 계획, 프로세스 및 도구와 관련이 있습니까?\n1. Incident response\n2. Disaster recovery\n3. Security incident\n4. Business continuity","답변: 1"
"다음 중 보안 사고로부터 준비, 탐지, 분석, 포함, 근절 및 복구 과정은 무엇입니까?\n1. 재해 복구\n2. 보안 사고 처리\n3. 비즈니스 연속성\n4. 사고 응답","답변: 4"
"사고 응답 과정에서 첫 번째 단계는 무엇입니까?\n1. 사후 활동\n2. 격리, 박멸 및 회복\n3. 준비\n4. 탐지 및 분석","답변: 3"
"다음 중 정보 시스템에서의 활동이 발생하는 것은 무엇입니까?\n1. 위협\n2. 취약성\n3. 악용\n4. 이벤트","답변: 4"
"사건의 근원이 근절 된 후 사고로 인한 시스템을 정상적인 운영 상태로 되돌려 놓는 데 중점을 두는 것은 무엇입니까?\n1. 사후 활동\n2. 회복\n3. 근절\n4. 탐지 및 분석","답변: 2"
